epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
94,2514.66,2.02949,4.76743,6.32966,0.0236,0.85286,0.4009,0.02515,0.00794,0.00193,0.00065,0.01837,0.004,0.00021,9e-05,1.97332,4.69918,6.5533,0.02522,0,0,0.000275747,0.000275747,0.000275747
95,2541.02,2.0418,4.76465,6.33057,0.02349,0.84038,0.40028,0.0249,0.00766,0.00156,0.00049,0.01981,0.00456,0.00025,9e-05,1.97477,4.70518,6.5563,0.02525,0,0,0.000271034,0.000271034,0.000271034
96,2567.76,2.02539,4.74548,6.35066,0.02326,0.83508,0.39664,0.02646,0.00798,0.00152,0.00049,0.02044,0.00478,0.00026,0.0001,1.97635,4.67046,6.55497,0.02529,0,0,0.000266322,0.000266322,0.000266322
97,2593.84,2.04511,4.75952,6.3294,0.02344,0.84419,0.39906,0.02536,0.00811,0.00146,0.00047,0.02002,0.00525,0.00025,0.0001,1.97049,4.67735,6.54636,0.02525,0,0,0.00026161,0.00026161,0.00026161
98,2620.25,2.0395,4.76058,6.33688,0.0236,0.84318,0.39782,0.02623,0.00762,0.00152,0.00049,0.02056,0.0044,0.00024,0.0001,1.97039,4.67822,6.54743,0.0252,0,0,0.000256897,0.000256897,0.000256897
99,2646.75,2.03389,4.77258,6.33713,0.02329,0.83637,0.40147,0.02717,0.00905,0.00156,0.00049,0.02027,0.00518,0.00023,0.0001,1.97258,4.67219,6.5307,0.02525,0,0,0.000252185,0.000252185,0.000252185
100,2672.83,2.03681,4.78657,6.34196,0.0236,0.85026,0.39917,0.02551,0.00804,0.0015,0.00048,0.01953,0.00466,0.00055,0.00013,1.97569,4.71023,6.55207,0.02531,0,0,0.000247472,0.000247472,0.000247472
101,2699.35,2.04629,4.78524,6.33779,0.02351,0.84055,0.39858,0.02707,0.00831,0.00158,0.0005,0.02003,0.0047,0.00024,0.0001,1.97529,4.6885,6.54733,0.02527,0,0,0.00024276,0.00024276,0.00024276
102,2723.78,2.03795,4.77029,6.3299,0.02367,0.84801,0.39458,0.02721,0.00838,0.00151,0.00048,0.02051,0.00476,0.00025,0.0001,1.97447,4.69052,6.54961,0.02522,0,0,0.000238048,0.000238048,0.000238048
103,2749.01,2.03972,4.8009,6.32458,0.02373,0.84457,0.39462,0.02499,0.00788,0.00198,0.00066,0.01954,0.00442,0.00023,0.0001,1.97789,4.70501,6.54387,0.02532,0,0,0.000233335,0.000233335,0.000233335
104,2774.21,2.03791,4.781,6.35086,0.02382,0.85033,0.39884,0.0253,0.00852,0.00199,0.00065,0.01941,0.00476,0.00026,0.0001,1.97671,4.72201,6.55565,0.02525,0,0,0.000228623,0.000228623,0.000228623
105,2799.7,2.03549,4.79192,6.35342,0.02365,0.85467,0.40071,0.02661,0.00838,0.00174,0.00062,0.0219,0.00562,0.00024,0.0001,1.97653,4.71008,6.56066,0.02521,0,0,0.00022391,0.00022391,0.00022391
